Repository,Repository Age (months),Stars,Contributors,Size (KB),Topics,RL Libraries,Category,Count,Percentage
https://github.com/google-deepmind/android_env,53,1182,10,195254,android; reinforcement-learning,N/A,TRAINING,4,25.0
https://github.com/google-deepmind/android_env,53,1182,10,195254,android; reinforcement-learning,N/A,HYPERPARAMETER,4,25.0
https://github.com/google-deepmind/android_env,53,1182,10,195254,android; reinforcement-learning,N/A,EVALUATION,4,25.0
https://github.com/google-deepmind/android_env,53,1182,10,195254,android; reinforcement-learning,N/A,CODESTYLE,4,25.0
